"Banco de México"

"CPI Consumer Price Index and UDIS"
""

"Date: 03/30/2018 10:51:28"

"Important announcement: Some time series have been changed, please review the metadata for the time series."

"Title","CONSUMER PRICE INDEX (INPC)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Education (tuitions)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Energy","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Fruits and Vegetables","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Meat and Eggs","Índice Nacional de Precios al consumidor Agricultural, Incidence monthly","Índice Nacional de Precios al consumidor Fruits and vegetables, Incidence monthly","Índice Nacional de Precios al consumidor Meat and eggs, Incidence monthly","Índice Nacional de Precios al consumidor Administered, Incidence monthly","Índice Nacional de Precios al consumidor Education (tutions), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Foods, Beverage and Tobacco","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Housing","Índice Nacional de Precios al consumidor Processed foods, beverage and tobacco, Incidence monthly","Índice Nacional de Precios al consumidor Housing (shelter), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Non Food Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Services","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Other Services","Core and complementary subindexes, Consumer price index (INPC), Non-Core","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Prices Approved by Government","","","","","","","",""
03/01/1983,0.265201761221,0.280329921279,0.117504441171,0.196540441693,0.194837797049,0.347051623301,N/E,N/E,N/E,N/E,N/E,0.219519553838,0.305565130954,N/E,N/E,0.278414024829,0.309075115847,0.405643845735,0.236906168984,0.213700038540,0.226610000711,0.178703974755,0.145859359968,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1983,0.281992262763,0.300583388913,0.118645871186,0.220749973366,0.217234112866,0.365099170238,N/E,N/E,N/E,N/E,N/E,0.234027861613,0.317759570598,N/E,N/E,0.294270768092,0.328339828573,0.429814987666,0.248269294664,0.225917376060,0.245655777542,0.196841179519,0.153527105590,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1983,0.294222649004,0.318599103923,0.121713970290,0.224841366909,0.246862462098,0.372954787976,N/E,N/E,N/E,N/E,N/E,0.243292779628,0.329318934099,N/E,N/E,0.306986320122,0.343716376457,0.452228026889,0.257473501444,0.234574435610,0.256435520424,0.200929726019,0.157542683855,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1983,0.305364105287,0.335809107497,0.127375020881,0.225525728688,0.276835616214,0.379048755509,N/E,N/E,N/E,N/E,N/E,0.250561415461,0.341808636699,N/E,N/E,0.318818117119,0.356368037617,0.471146937158,0.268160516136,0.244940983274,0.265598261210,0.202616949687,0.160880856727,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1983,0.320461993063,0.345003806867,0.144220749801,0.227582175640,0.282646364624,0.390921621447,N/E,N/E,N/E,N/E,N/E,0.271447358838,0.354129088468,N/E,N/E,0.337532373208,0.379450766025,0.495388283431,0.281127485348,0.258069818824,0.270900755865,0.204314286409,0.161948620940,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1983,0.332900608911,0.349295640482,0.165376626009,0.229735001747,0.275086697491,0.405138993552,N/E,N/E,N/E,N/E,N/E,0.286037993472,0.364888343669,N/E,N/E,0.353484775111,0.397578894234,0.516868785396,0.294164713240,0.271757264568,0.273845376262,0.206024440029,0.162889079781,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1983,0.343146090351,0.356676225040,0.173375801212,0.233534432681,0.262228202325,0.429468644129,N/E,N/E,N/E,N/E,N/E,0.293485943535,0.376189216618,N/E,N/E,0.365386553595,0.411259617155,0.537881666003,0.303692025872,0.280566259078,0.279565248090,0.210247812032,0.167751806815,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1983,0.354532069539,0.368300939909,0.174645393134,0.243078897773,0.259315368386,0.453144046942,N/E,N/E,N/E,N/E,N/E,0.303928350981,0.386485117676,N/E,N/E,0.377203895399,0.426018731835,0.557306365273,0.311645328747,0.288020817313,0.289656653473,0.219015591778,0.175072924369,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1983,0.375353526925,0.373897092081,0.174645393134,0.280685310093,0.259096041998,0.463542354551,N/E,N/E,N/E,N/E,N/E,0.331770890510,0.399940694203,N/E,N/E,0.399111417234,0.455890770619,0.587581510382,0.323171597420,0.299900950446,0.307312226500,0.248252670402,0.189809502139,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1983,0.391412349238,0.396623069031,0.174645393134,0.282911077949,0.288644424004,0.480061816361,N/E,N/E,N/E,N/E,N/E,0.348929399377,0.412525305123,N/E,N/E,0.416484031344,0.474765747524,0.607296262489,0.338480707472,0.318813038481,0.319673627830,0.250992645008,0.193364708504,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1984,0.416278119893,0.447727273992,0.176756394688,0.299682453957,0.346303095897,0.524630767907,N/E,N/E,N/E,N/E,N/E,0.368957244594,0.432157603551,N/E,N/E,0.438768156682,0.497951314650,0.632927523372,0.359432400667,0.343029192900,0.351057340079,0.264164770800,0.200290876024,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1984,0.438247722618,0.470317288247,0.183805032165,0.302095426491,0.342198366267,0.569324668184,N/E,N/E,N/E,N/E,N/E,0.391994591873,0.452160850506,N/E,N/E,0.464429986961,0.525138424945,0.663584946321,0.382935452471,0.370861647559,0.362935316787,0.266087933916,0.201361869655,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1984,0.456979194969,0.498569986781,0.183821160205,0.304565684655,0.352348581387,0.612313692496,N/E,N/E,N/E,N/E,N/E,0.408792984493,0.467567392943,N/E,N/E,0.484215623975,0.548335077533,0.693593869092,0.398192330950,0.388009717449,0.378621084849,0.270116253615,0.207931658544,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1984,0.476748015695,0.522846195858,0.183821160205,0.348979649578,0.368906085266,0.642634122816,N/E,N/E,N/E,N/E,N/E,0.429184428052,0.477958862462,N/E,N/E,0.500688451860,0.570794266349,0.717086442833,0.406862257484,0.396785618175,0.406874949296,0.302460910426,0.219529101131,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1984,0.492556577686,0.542168623817,0.184273937917,0.375622741269,0.375569336431,0.672270258131,N/E,N/E,N/E,N/E,N/E,0.444298469471,0.489446185657,N/E,N/E,0.515287111519,0.588274207609,0.736390344907,0.417652288725,0.408512738974,0.425677548861,0.321000447856,0.224191579502,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1984,0.510382524325,0.559260449674,0.192735288990,0.376530535108,0.393503503413,0.688316375461,N/E,N/E,N/E,N/E,N/E,0.464882513636,0.503103353019,N/E,N/E,0.536378180589,0.614201161517,0.767494059768,0.432378152572,0.424827511862,0.434607455622,0.322343940711,0.226242153278,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1984,0.527113810486,0.578909100322,0.194445129746,0.376670033253,0.425331804734,0.697294103418,N/E,N/E,N/E,N/E,N/E,0.481553988030,0.519177922992,N/E,N/E,0.555597294520,0.636664218306,0.796009008721,0.447287127325,0.440788880650,0.444512959765,0.323184190467,0.228241656764,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1984,0.542097074055,0.604508785533,0.215001121356,0.376692890861,0.455669727247,0.718391304144,N/E,N/E,N/E,N/E,N/E,0.488199992800,0.532863048967,N/E,N/E,0.571280502471,0.653719984267,0.825762982309,0.461086616783,0.454123337603,0.457438685444,0.324318253619,0.231217296468,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1984,0.558245688318,0.607804244058,0.287444065306,0.379597696388,0.426886957173,0.748714774831,N/E,N/E,N/E,N/E,N/E,0.505330882772,0.545634392754,N/E,N/E,0.592085526191,0.678126573270,0.858069950231,0.477110574686,0.465961635674,0.461018687062,0.328209709517,0.236695789586,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1984,0.577750877508,0.617044086754,0.287505045171,0.381027250794,0.401107041232,0.787350709553,N/E,N/E,N/E,N/E,N/E,0.535891768920,0.558728467328,N/E,N/E,0.616598757100,0.711930339950,0.893605204392,0.489522451359,0.479574525119,0.466980433366,0.331153173904,0.242124896686,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1984,0.597578920511,0.651254589867,0.287505045171,0.382632984029,0.444302604036,0.813303555060,N/E,N/E,N/E,N/E,N/E,0.552380064889,0.572478213185,N/E,N/E,0.637207557266,0.739651517614,0.934301287133,0.500852399161,0.490942181650,0.484472160658,0.333095323655,0.244597912195,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1984,0.622958589920,0.692665964035,0.287555192730,0.383131322564,0.493621741095,0.847226292083,N/E,N/E,N/E,N/E,N/E,0.586583578895,0.588033554701,N/E,N/E,0.664097794201,0.774629666546,0.967592654607,0.517163628030,0.509814316128,0.505500508943,0.335162511523,0.249257345110,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1985,0.669169260687,0.758835249927,0.288838361446,0.490734360885,0.481645166762,0.978101444439,N/E,N/E,N/E,N/E,N/E,0.615802446418,0.617130065354,N/E,N/E,0.698935711604,0.810477924457,1.009576959133,0.550429741654,0.549727024998,0.581268969400,0.420894730058,0.296941093263,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1985,0.696969402743,0.778717410454,0.299220549678,0.503863007867,0.445813284173,1.044649423303,N/E,N/E,N/E,N/E,N/E,0.650205865941,0.643407016890,N/E,N/E,0.730487504588,0.845669099394,1.043082404512,0.577066560662,0.578862541181,0.598745239570,0.436313943109,0.315938196953,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1985,0.723976733120,0.795588511845,0.299224331311,0.506799208245,0.458601156038,1.064639146406,N/E,N/E,N/E,N/E,N/E,0.686905642497,0.665580012828,N/E,N/E,0.763875418005,0.888347063170,1.090485548962,0.598283182681,0.602267815614,0.608468516465,0.439416366808,0.319267176917,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1985,0.746253908270,0.841942748149,0.299224331311,0.509669250492,0.529372707556,1.089464518077,N/E,N/E,N/E,N/E,N/E,0.699702268842,0.684233841774,N/E,N/E,0.785417902564,0.911143888248,1.124980379796,0.618046867676,0.625256271059,0.632396900125,0.442492832607,0.322637939326,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1985,0.763932750857,0.852881928951,0.308048717370,0.507244324038,0.531470321814,1.107657111235,N/E,N/E,N/E,N/E,N/E,0.714632357361,0.703599174021,N/E,N/E,0.807849151986,0.935518102448,1.160180001977,0.637809732079,0.646823511516,0.637232881846,0.441633728169,0.324414825046,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1985,0.783065407929,0.866748456452,0.313259794854,0.508167865450,0.553167734918,1.114638662715,N/E,N/E,N/E,N/E,N/E,0.731571829044,0.726388508819,N/E,N/E,0.830959840609,0.960811243706,1.194757144706,0.657939713607,0.667402819959,0.645551916979,0.444823586094,0.331345971539,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1985,0.810336369843,0.909344238766,0.314874244116,0.511083364294,0.606520513534,1.147316251824,N/E,N/E,N/E,N/E,N/E,0.743270252196,0.757202682959,N/E,N/E,0.860046870565,0.989635153544,1.244411638228,0.687132690051,0.699244336546,0.667644891377,0.447855333758,0.334521782000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1985,0.845762835056,0.955299418452,0.341134380759,0.514159954705,0.614101385626,1.224782598904,N/E,N/E,N/E,N/E,N/E,0.768736426438,0.783854468187,N/E,N/E,0.899081361546,1.034395869315,1.311682075165,0.718518282723,0.734541313307,0.693023154024,0.454142166086,0.346078658427,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1985,0.879540620496,0.981693002525,0.467293905842,0.520828826148,0.621700010974,1.266533717266,N/E,N/E,N/E,N/E,N/E,0.792368270860,0.811984096780,N/E,N/E,0.939234651570,1.074313614386,1.370432737511,0.758654196116,0.772734526145,0.709438805242,0.461349818822,0.354068162376,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1985,0.912951611235,1.009262358798,0.471007973896,0.526011404557,0.649208350356,1.293615395007,N/E,N/E,N/E,N/E,N/E,0.826848441121,0.839846135158,N/E,N/E,0.978971383120,1.124540379515,1.437960728554,0.784631298414,0.800548674523,0.725618997904,0.466988808336,0.360377257530,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1985,0.955072110776,1.066866049765,0.471093440008,0.532141621869,0.737234151405,1.324398701375,N/E,N/E,N/E,N/E,N/E,0.860298109354,0.883751545412,N/E,N/E,1.025288858353,1.180785174230,1.520536585550,0.817857980096,0.831753451609,0.756041485640,0.472154920370,0.363842989511,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1985,1.020090674629,1.136499323921,0.471564616632,0.750730719281,0.837524884011,1.366777542490,N/E,N/E,N/E,N/E,N/E,0.899180138697,0.918826551176,N/E,N/E,1.071049614648,1.235025094000,1.591240540934,0.852388280350,0.870392785098,0.871288406572,0.631792886132,0.422116005848,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1986,1.110276851041,1.210819541251,0.486549934768,0.852183625819,0.884973923121,1.462338899033,N/E,N/E,N/E,N/E,N/E,1.020802389516,0.972858121609,N/E,N/E,1.162883599731,1.335866184513,1.656200962289,0.931948904726,0.973720463611,0.955902131167,0.727131690683,0.505627600057,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1986,1.159637770407,1.212257267268,0.503709755866,0.872517901390,0.772122103360,1.560274584563,N/E,N/E,N/E,N/E,N/E,1.070330210786,1.025763041341,N/E,N/E,1.223650608492,1.411092453343,1.760189337843,0.973702244461,1.012347837268,0.974349549759,0.761836777568,0.563814850175,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1986,1.213537800059,1.240065209451,0.503908885887,0.893178921550,0.792891670677,1.593483083114,N/E,N/E,N/E,N/E,N/E,1.139481267510,1.061848839996,N/E,N/E,1.288351300421,1.497295862235,1.862645058464,1.010331319036,1.054034044430,0.998876190093,0.783566222990,0.586970691533,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1986,1.276894312924,1.313779571566,0.504151159177,0.913850227647,0.882013282767,1.652743135683,N/E,N/E,N/E,N/E,N/E,1.221807117419,1.099637173609,N/E,N/E,1.359009510864,1.589017868623,1.959869877680,1.053433053538,1.105855451238,1.042010982453,0.798394469828,0.591768539612,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1986,1.347852309793,1.399924503733,0.522480666982,0.928565257365,1.022815910743,1.691040696052,N/E,N/E,N/E,N/E,N/E,1.325823888808,1.136852806109,N/E,N/E,1.438276468092,1.698132469312,2.067336345544,1.093817986883,1.151290666473,1.089981295566,0.810956783720,0.600517003377,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1986,1.434370511609,1.478160819945,0.540096360275,0.942622273359,1.115444696706,1.755591318516,N/E,N/E,N/E,N/E,N/E,1.440582239008,1.197544846429,N/E,N/E,1.539426993534,1.823466226121,2.197138131512,1.163171833057,1.232793048287,1.136514731345,0.828165760147,0.622716249775,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1986,1.505939839876,1.553437332454,0.545216132236,0.963168232921,1.131956713452,1.879026561405,N/E,N/E,N/E,N/E,N/E,1.493503188637,1.246056874158,N/E,N/E,1.616643479402,1.912705441488,2.328358323508,1.224366447357,1.308872531077,1.192143786670,0.865944760484,0.688718374393,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1986,1.626004668547,1.621230473011,0.560744613640,1.205557398287,1.160927476857,1.978282182576,N/E,N/E,N/E,N/E,N/E,1.578076631095,1.290005405007,N/E,N/E,1.709046807103,2.033696687903,2.488985770040,1.279397732518,1.375862713289,1.384005694470,1.177081949282,1.109770426492,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1986,1.723549709336,1.693001442463,0.841451474986,1.306056822159,1.221104636820,2.058441268570,N/E,N/E,N/E,N/E,N/E,1.684065816577,1.342530183146,N/E,N/E,1.816458302690,2.170230563570,2.656026907864,1.348632912392,1.432240706383,1.454072061496,1.246387209755,1.125691140814,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1986,1.822069042086,1.745193124471,0.841451474986,1.350836880056,1.204650906975,2.167588356273,N/E,N/E,N/E,N/E,N/E,1.810068031117,1.406977891254,N/E,N/E,1.936135787653,2.331635634326,2.852545112088,1.413882123724,1.506440043011,1.495140415360,1.277465403638,1.133309854406,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1986,1.945171412218,1.842322298742,0.843954215669,1.499237303978,1.289096263008,2.273530275760,N/E,N/E,N/E,N/E,N/E,1.928138967550,1.475320339684,N/E,N/E,2.067148348866,2.501815700867,3.079669150077,1.493657209102,1.603068729286,1.595793015711,1.382654567702,1.164395637679,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1986,2.098822995180,2.017339514857,0.849688354437,1.618808833272,1.445756748822,2.460628072406,N/E,N/E,N/E,N/E,N/E,2.068622538308,1.573095332214,N/E,N/E,2.226509185515,2.701451614383,3.343441876711,1.600135754589,1.727886638355,1.732064435384,1.484045480686,1.233655392198,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1987,2.268762648866,2.191212581606,0.938024421357,1.666589965101,1.566331422058,2.676114948313,N/E,N/E,N/E,N/E,N/E,2.202581501883,1.671992114987,N/E,N/E,2.411262783895,2.893578511847,3.598965088505,1.773971058397,1.958716304052,1.860446956276,1.571094011259,1.384997353016,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1987,2.432470571604,2.375854186188,0.982051705131,1.675860061421,1.699323637933,2.900767038897,N/E,N/E,N/E,N/E,N/E,2.398139173371,1.744868848525,N/E,N/E,2.593198159430,3.141558701774,3.898237645699,1.869818975040,2.075645964955,1.973610739973,1.618241976285,1.494777840047,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1987,2.593225021205,2.557583250800,0.982483436216,1.685695398256,1.848213313894,3.106677100578,N/E,N/E,N/E,N/E,N/E,2.580936702853,1.835150047444,N/E,N/E,2.775629893105,3.390261056652,4.216346794461,1.965869916556,2.187543098945,2.074705850885,1.644544125468,1.548211661941,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1987,2.820119430672,2.838581059854,0.985551248438,2.115576912413,2.105496561791,3.402207771101,N/E,N/E,N/E,N/E,N/E,2.759524211285,1.937268522204,N/E,N/E,2.977373625182,3.635949541615,4.533289485886,2.109691445568,2.374410963336,2.365303899109,1.947700281509,1.634134286922,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1987,3.032724052326,3.071471560477,1.014446391605,2.148565686959,2.287258877143,3.673724892296,N/E,N/E,N/E,N/E,N/E,2.967144745292,2.038085023532,N/E,N/E,3.192706562125,3.927916105211,4.916139311952,2.225101103059,2.510190238442,2.567831625533,2.124049969460,2.047571772208,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1987,3.252120147849,3.299782609529,1.056763059788,2.157418099652,2.347683256313,4.039363411373,N/E,N/E,N/E,N/E,N/E,3.212639208395,2.137160579612,N/E,N/E,3.430769252262,4.246014706985,5.307255850418,2.358699536506,2.676812627229,2.734778933412,2.235165221720,2.328052405135,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1987,3.515516574376,3.558111394515,1.076140424179,2.253616317692,2.455197771522,4.420013647960,N/E,N/E,N/E,N/E,N/E,3.464898733399,2.246767523503,N/E,N/E,3.725752407847,4.605896754770,5.784089837455,2.568165010881,2.970467910297,2.910857364505,2.335832088171,2.434521906378,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1987,3.802838855827,3.854422686159,1.149652028282,2.718174101928,2.591246937078,4.845882937102,N/E,N/E,N/E,N/E,N/E,3.666152342595,2.380883384055,N/E,N/E,3.998952749168,4.938441782356,6.267620850132,2.763138953768,3.218514959522,3.231809871712,2.683888207181,2.581713066081,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1987,4.053368746250,4.090614171572,1.783891441290,2.726669468213,2.699509694818,5.185500289856,N/E,N/E,N/E,N/E,N/E,3.943174349152,2.500340480355,N/E,N/E,4.297585629933,5.326829859034,6.775780730716,2.944370077720,3.388149753159,3.351363565884,2.694931073460,2.596837010303,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1987,4.391158068587,4.516988419395,1.800249186208,2.750650226216,3.035419258947,5.679939548492,N/E,N/E,N/E,N/E,N/E,4.259804551782,2.658509573765,N/E,N/E,4.674097933403,5.787901411838,7.395526855122,3.209520396410,3.749285090026,3.581908265305,2.743650996591,2.686165072215,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1987,4.739467964941,4.719905260985,1.829414695512,2.769562285023,3.068013042397,6.022738241906,N/E,N/E,N/E,N/E,N/E,4.601199020515,2.874142948367,N/E,N/E,5.108439971009,6.349034140841,8.209003794108,3.477918177348,4.080513016739,3.697316453880,2.777958250828,2.745676254620,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1987,5.439478729493,5.385725211645,1.835049102685,3.999794812308,3.498613120313,6.874196630060,N/E,N/E,N/E,N/E,N/E,4.991467119579,3.121634857581,N/E,N/E,5.744868983707,7.080402388499,9.342991442330,3.987616042164,4.811156380734,4.556701032439,3.830189710449,3.482327751172,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1988,6.280551529863,6.257335538540,2.338625483617,5.138176505923,3.946674583333,8.086478403245,N/E,N/E,N/E,N/E,N/E,5.883939260676,3.383884460182,N/E,N/E,6.503486422566,8.005519564145,10.239880726049,4.526821167932,5.527554915296,5.605335134732,5.058362242794,4.840350028123,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1988,6.804396640301,6.426876795838,2.557219206980,5.138178311050,3.893374719691,8.440909721074,N/E,N/E,N/E,N/E,N/E,6.532327399718,3.670874658018,N/E,N/E,7.179284852519,8.938744763322,11.484137352550,4.867336519020,5.919291190808,5.719041114062,5.120805119088,5.006296516251,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1988,7.152836449146,6.687278705100,2.602209681036,5.134548288905,4.130894713492,8.715544082546,N/E,N/E,N/E,N/E,N/E,6.818658362684,4.040394626196,N/E,N/E,7.608015850037,9.450020279609,12.258666299488,5.186872376045,6.245622481185,5.849803445837,5.130935191272,5.039296164945,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1988,7.372994793570,7.147704661619,2.615442566884,5.112099957066,4.739382014718,9.041915962553,N/E,N/E,N/E,N/E,N/E,6.928768895954,4.361901032671,N/E,N/E,7.828144161918,9.654634593974,12.574673729907,5.425132782718,6.464003397869,6.067116481310,5.121689852683,5.052310850299,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1988,7.515648197058,7.407933257468,2.698111197697,5.082535813912,5.147094514560,9.172493709280,N/E,N/E,N/E,N/E,N/E,6.976508928589,4.726499269446,N/E,N/E,7.979246467851,9.753255861449,12.734170774713,5.642291781557,6.612648011785,6.185455089688,5.107697808112,5.064624608355,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1988,7.668971188790,7.959396381716,2.725830395628,5.082535813912,5.809891893977,9.619140994902,N/E,N/E,N/E,N/E,N/E,6.998864316334,5.037002820696,N/E,N/E,8.088951595162,9.799968295117,12.810063556747,5.831854142184,6.752029401476,6.452462544516,5.109773118035,5.070139995959,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1988,7.796977553737,8.490540750353,2.792940083044,5.082535813912,5.789900923368,10.605372103203,N/E,N/E,N/E,N/E,N/E,7.040864665585,5.370941173294,N/E,N/E,8.167939027974,9.801179280332,12.756206048617,6.009889427757,6.853213001309,6.708804466992,5.110154204874,5.071152780411,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1988,7.868707350375,8.581540842904,2.842192678357,5.084008223927,5.790821990133,10.770670863778,N/E,N/E,N/E,N/E,N/E,7.028138208455,5.680773152852,N/E,N/E,8.249512528140,9.818000818482,12.811537675558,6.173798448265,6.946369440028,6.753449291482,5.111639016852,5.072633588739,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1988,7.913693455070,8.813246487852,4.077414213975,5.084008223927,6.168448776082,10.874603392597,N/E,N/E,N/E,N/E,N/E,6.935060129968,5.989318062510,N/E,N/E,8.268313006555,9.685927070391,12.637218631345,6.385805120381,6.988983597674,6.867316906675,5.115795703192,5.083680486385,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1988,7.974056367360,8.954625953968,4.105500641851,5.111851337316,6.107448252124,11.184142761084,N/E,N/E,N/E,N/E,N/E,6.951882767089,6.312298791186,N/E,N/E,8.320919508959,9.654077926705,12.542258505323,6.546229071333,7.070739616477,6.947461859952,5.139182576889,5.099216149223,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1988,8.080769413777,9.355014786137,4.108614443613,5.135337812531,6.288303419817,11.762113255229,N/E,N/E,N/E,N/E,N/E,6.992231883970,6.591234408150,N/E,N/E,8.391317252584,9.672972462702,12.530762460322,6.682072002085,7.139080678248,7.149118239870,5.155928893736,5.104398056730,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1988,8.249371787357,9.771667646257,4.110497314444,5.135694192025,6.887470119468,12.016470457975,N/E,N/E,N/E,N/E,N/E,7.184061774306,6.917337605795,N/E,N/E,8.546229127047,9.794321212343,12.547646225127,6.878765677173,7.284423976761,7.351803847320,5.159355069567,5.112906847182,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1989,8.451312551289,9.757886793748,4.319675972594,5.135693590316,6.928952378651,11.956285300799,N/E,N/E,N/E,N/E,N/E,7.450116168092,7.345815595021,N/E,N/E,8.818393125399,9.941973748309,12.524194953867,7.308335781212,7.746776363707,7.364729112269,5.197612127131,5.214580621015,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1989,8.566001517105,9.626305961566,4.475050907673,5.134092640948,6.533084366950,12.050488288360,N/E,N/E,N/E,N/E,N/E,7.517531008046,7.727230573872,N/E,N/E,8.996013178446,10.007759235153,12.582648503672,7.627867311229,8.053565204392,7.310894482452,5.216418697636,5.267241834239,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1989,8.658862253729,9.631318206830,4.511660440309,5.135523410406,6.411649380715,12.162196657269,N/E,N/E,N/E,N/E,N/E,7.561935921684,8.008815090528,N/E,N/E,9.119390665400,10.064923594224,12.652546523310,7.835120535087,8.239549868728,7.321540850685,5.232504853026,5.307597200923,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
